_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,variance_dict,UTT,max_variance,giving_feedback_classifier,giving_feedback_classifier_int,trip_nbr,trip_given_class,time_stamp,current_time,most_frequent
64db5a52ffbd07ec587b848a,35506,3.7,2.8,3.2,3.4,2.9,"{'chatty_score': 0.2, 'safety_score': 1.4, 'punctuality_score': 0.7, 'friendliness_score': 0.1, 'comfortibility_score': 1.1}",25,1.4,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:08:28.117,,2
64db66d4b4f06b54750be4c8,152177,3.6,3.8,3.5,3.0,3.7,"{'chatty_score': 0.4, 'safety_score': 0.7, 'punctuality_score': 0.2, 'friendliness_score': 0.6, 'comfortibility_score': 0.6}",15,0.7,safety_score,2,2,"{'1': 'safety_score', '2': 'safety_score'}",2023-08-15 15:08:28.275,2023-08-26 17:34:44,2
64db5fffffbd07ec587bd739,56673,3.3,2.2,3.3,3.0,2.7,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.2, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",30,0.2,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:09:56.927,,3
64db5aabffbd07ec587b8992,36794,2.7,2.1,2.0,2.6,2.9,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.7, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",20,0.7,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:09:57.046,,3
64db64d5b4f06b54750bc794,144701,3.4,4.3,3.8,3.8,4.3,"{'chatty_score': 0.2, 'safety_score': 0.3, 'punctuality_score': 0.3, 'friendliness_score': 0.5, 'comfortibility_score': 0.5}",10,0.5,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:09:57.198,,4
64db58d9ffbd07ec587b6f0a,30002,2.4,4.0,3.2,2.6,4.0,"{'chatty_score': 0.7, 'safety_score': 0.4, 'punctuality_score': 0.7, 'friendliness_score': 0.7, 'comfortibility_score': 0.6}",30,0.7,chatty_score,1,16,"{'1': 'punctuality_score', '2': 'punctuality_score', '3': 'chatty_score', '4': 'chatty_score', '5': 'chatty_score', '6': 'chatty_score', '7': 'chatty_score', '8': 'chatty_score', '9': 'chatty_score', '10': 'punctuality_score', '11': 'chatty_score', '12': 'chatty_score', '13': 'chatty_score', '14': 'chatty_score', '15': 'chatty_score', '16': 'chatty_score'}",2023-08-15 15:13:15.058,2023-08-17 09:56:57,1
64db5aedffbd07ec587b8d58,37760,2.7,3.8,3.8,3.3,3.6,"{'chatty_score': 0.9, 'safety_score': 0.4, 'punctuality_score': 0.2, 'friendliness_score': 1.1, 'comfortibility_score': 1.0}",20,1.1,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:13:15.181,,4
64db5cd5ffbd07ec587ba912,44858,2.8,3.3,3.2,3.2,3.0,"{'chatty_score': 0.1, 'safety_score': 1.6, 'punctuality_score': 0.5, 'friendliness_score': 0.3, 'comfortibility_score': 1.4}",25,1.6,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:13:15.307,,2
64db66afb4f06b54750be2af,151640,4.1,3.3,3.5,4.0,3.6,"{'chatty_score': 0.1, 'safety_score': 0.9, 'punctuality_score': 0.4, 'friendliness_score': 0.1, 'comfortibility_score': 0.7}",20,0.9,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:13:15.464,,2
64db5b10ffbd07ec587b8f4d,38261,3.8,3.1,3.2,3.7,2.9,"{'chatty_score': 0.1, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",30,0.2,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:14:23.804,,2
64db61f7b4f06b54750b9dc2,133995,2.2,2.8,2.6,2.7,3.1,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.4, 'comfortibility_score': 0.2}",15,0.4,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:14:23.940,,4
64db5d00ffbd07ec587bab84,45484,3.0,3.6,2.7,3.1,3.2,"{'chatty_score': 1.1, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0.9, 'comfortibility_score': 0.3}",15,1.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:17:24.239,,1
64db610ab4f06b54750b9036,130527,3.0,2.8,2.4,3.5,3.4,"{'chatty_score': 1.0, 'safety_score': 1.4, 'punctuality_score': 0.1, 'friendliness_score': 1.7, 'comfortibility_score': 1.4}",20,1.7,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:17:24.375,,4
64db5c2affbd07ec587b9f5a,42370,2.8,2.3,2.3,2.6,2.9,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.4, 'friendliness_score': 0.1, 'comfortibility_score': 0.3}",15,0.4,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:21:05.342,,2
64db65b5b4f06b54750bd464,147981,3.2,3.0,2.8,3.8,3.3,"{'chatty_score': 0.4, 'safety_score': 0.2, 'punctuality_score': 0.2, 'friendliness_score': 0.2, 'comfortibility_score': 0.3}",25,0.4,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:21:05.499,,1
64db5bc0ffbd07ec587b9954,40828,3.8,3.8,4.2,3.1,2.7,"{'chatty_score': 0.6, 'safety_score': 0.1, 'punctuality_score': 0.4, 'friendliness_score': 0.5, 'comfortibility_score': 0.3}",15,0.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:21:31.201,,1
64db6038ffbd07ec587bda7f,57511,2.2,2.6,2.1,3.2,2.9,"{'chatty_score': 1.0, 'safety_score': 1.1, 'punctuality_score': 1.2, 'friendliness_score': 0.7, 'comfortibility_score': 0.3}",20,1.2,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:21:31.336,,3
64db647cb4f06b54750bc27a,143395,3.5,2.2,2.2,3.9,2.1,"{'chatty_score': 0.3, 'safety_score': 0.5, 'punctuality_score': 0.7, 'friendliness_score': 0.6, 'comfortibility_score': 0.1}",10,0.7,punctuality_score,3,2,"{'1': 'punctuality_score', '2': 'punctuality_score'}",2023-08-15 15:21:31.486,2023-08-17 09:30:24,3
64db5d28ffbd07ec587badc1,46057,3.5,3.2,3.9,3.4,2.7,"{'chatty_score': 0.9, 'safety_score': 0.2, 'punctuality_score': 0.2, 'friendliness_score': 0.7, 'comfortibility_score': 0.5}",30,0.9,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:23:06.657,,1
64db5ff3ffbd07ec587bd688,56496,3.2,3.5,3.2,3.5,3.6,"{'chatty_score': 0.1, 'safety_score': 1.2, 'punctuality_score': 1.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.6}",20,1.2,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:23:06.790,,2
64db6722b4f06b54750be930,153305,2.4,2.9,3.1,2.7,3.6,"{'chatty_score': 0.8, 'safety_score': 0.2, 'punctuality_score': 0.5, 'friendliness_score': 0.9, 'comfortibility_score': 0.2}",30,0.9,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:23:06.946,,4
64db5cdfffbd07ec587ba99b,44995,3.2,3.2,2.7,3.1,3.1,"{'chatty_score': 1.2, 'safety_score': 2.1, 'punctuality_score': 0.5, 'friendliness_score': 1.1, 'comfortibility_score': 1.9}",20,2.1,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:24:14.467,,2
64db5a7dffbd07ec587b8700,36136,2.2,2.4,3.0,2.1,2.1,"{'chatty_score': 0.5, 'safety_score': 0.7, 'punctuality_score': 0.8, 'friendliness_score': 0.1, 'comfortibility_score': 0.3}",25,0.8,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:24:14.586,,3
64db61fbb4f06b54750b9df5,134046,3.4,3.2,2.4,3.8,3.5,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0.3, 'friendliness_score': 0.2, 'comfortibility_score': 0.5}",10,0.5,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:24:14.727,,2
64db5debffbd07ec587bb8e6,48910,2.3,3.1,2.1,2.0,3.4,"{'chatty_score': 0.9, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.4, 'comfortibility_score': 0.1}",25,0.9,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:24:27.527,,1
64db5b51ffbd07ec587b930b,39219,2.4,2.9,3.4,2.3,2.4,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.2, 'friendliness_score': 0.0, 'comfortibility_score': 0.1}",25,0.2,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:24:27.652,,3
64db6296b4f06b54750ba6ce,136311,4.1,3.9,4.4,4.2,3.5,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.3}",10,0.3,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:24:27.798,,2
64db5e24ffbd07ec587bbc1e,49734,3.3,3.6,3.2,2.8,3.8,"{'chatty_score': 2.6, 'safety_score': 0.4, 'punctuality_score': 2.4, 'friendliness_score': 1.2, 'comfortibility_score': 0.1}",10,2.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:25:04.607,,1
64db6150b4f06b54750b942e,131543,3.6,1.6,2.5,3.2,1.7,"{'chatty_score': 0.3, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.3, 'comfortibility_score': 0.5}",30,0.5,comfortibility_score,5,2,"{'1': 'comfortibility_score', '2': 'comfortibility_score'}",2023-08-15 15:25:04.755,2023-08-17 09:56:57,5
64db59daffbd07ec587b7dab,33747,4.2,2.1,3.8,3.6,2.3,"{'chatty_score': 0.8, 'safety_score': 0.6, 'punctuality_score': 0.2, 'friendliness_score': 0.9, 'comfortibility_score': 0.3}",15,0.9,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:26:35.414,,4
64db5f00ffbd07ec587bc8bc,52964,3.3,3.6,4.1,3.7,3.4,"{'chatty_score': 0.4, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.8, 'comfortibility_score': 0.6}",10,0.8,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:26:35.548,,4
64db6378b4f06b54750bb39a,139587,2.8,1.9,2.0,2.9,1.7,"{'chatty_score': 0.2, 'safety_score': 0.4, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.5}",10,0.5,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-15 15:26:35.695,,5
64db58d9ffbd07ec587b6f0b,30003,2.8,2.6,3.4,2.2,2.0,"{'chatty_score': 0.7, 'safety_score': 0.8, 'punctuality_score': 0.7, 'friendliness_score': 0.7, 'comfortibility_score': 0.7}",25,0.8,safety_score,2,24,"{'1': 'comfortibility_score', '2': 'safety_score', '3': 'chatty_score', '4': 'comfortibility_score', '5': 'safety_score', '6': 'safety_score', '7': 'safety_score', '8': 'safety_score', '9': 'safety_score', '10': 'safety_score', '11': 'safety_score', '12': 'safety_score', '13': 'safety_score', '14': 'safety_score', '15': 'safety_score', '16': 'safety_score', '17': 'safety_score', '18': 'safety_score', '19': 'safety_score', '20': 'safety_score', '21': 'safety_score', '22': 'safety_score', '23': 'safety_score', '24': 'safety_score'}",2023-08-15 15:28:02.234,2023-08-17 14:15:08,2
64db59feffbd07ec587b7fc2,34282,3.4,2.6,3.9,3.5,2.4,"{'chatty_score': 0.1, 'safety_score': 1.4, 'punctuality_score': 0.4, 'friendliness_score': 0.0, 'comfortibility_score': 0.5}",20,1.4,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:28:02.351,,2
64db6138b4f06b54750b92d6,131199,2.3,3.9,2.7,2.1,3.8,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.5, 'friendliness_score': 0.1, 'comfortibility_score': 0.2}",20,0.5,punctuality_score,3,2,"{'1': 'chatty_score', '2': 'punctuality_score'}",2023-08-15 15:28:02.492,2023-08-15 15:31:15,1
64db607effbd07ec587bde83,58539,2.4,3.4,3.5,2.5,3.2,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.8, 'comfortibility_score': 0.5}",25,0.8,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:30:44.180,,4
64db6319b4f06b54750bae39,138210,3.9,2.7,4.0,4.1,3.3,"{'chatty_score': 0.2, 'safety_score': 0.2, 'punctuality_score': 0.2, 'friendliness_score': 1.4, 'comfortibility_score': 1.0}",15,1.4,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:30:44.330,,4
64db5a5dffbd07ec587b852c,35668,3.8,1.8,2.6,3.7,1.8,"{'chatty_score': 1.1, 'safety_score': 0.6, 'punctuality_score': 0.6, 'friendliness_score': 0.2, 'comfortibility_score': 0.4}",20,1.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:31:15.397,,1
64db58d9ffbd07ec587b6f0c,30004,1.9,1.5,2.1,2.0,1.5,"{'chatty_score': 0.7, 'safety_score': 0.6, 'punctuality_score': 0.7, 'friendliness_score': 0.7, 'comfortibility_score': 0.6}",25,0.7,chatty_score,1,21,"{'1': 'comfortibility_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'punctuality_score', '5': 'punctuality_score', '6': 'punctuality_score', '7': 'punctuality_score', '8': 'punctuality_score', '9': 'punctuality_score', '10': 'chatty_score', '11': 'chatty_score', '12': 'punctuality_score', '13': 'chatty_score', '14': 'chatty_score', '15': 'chatty_score', '16': 'chatty_score', '17': 'chatty_score', '18': 'friendliness_score', '19': 'friendliness_score', '20': 'chatty_score', '21': 'chatty_score'}",2023-08-15 15:35:37.799,2023-08-17 20:52:44,3
64db5ce8ffbd07ec587baa1c,45124,3.0,2.7,3.7,2.7,3.5,"{'chatty_score': 0.6, 'safety_score': 0.3, 'punctuality_score': 0.4, 'friendliness_score': 0.5, 'comfortibility_score': 0.2}",30,0.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:35:37.926,,1
64db5ae1ffbd07ec587b8cac,37588,3.9,4.2,4.1,3.1,3.7,"{'chatty_score': 1.6, 'safety_score': 0.2, 'punctuality_score': 0.6, 'friendliness_score': 0.8, 'comfortibility_score': 0.1}",30,1.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:35:38.049,,1
64db626fb4f06b54750ba492,135739,3.6,2.6,2.5,3.0,2.8,"{'chatty_score': 0.7, 'safety_score': 0.5, 'punctuality_score': 0.5, 'friendliness_score': 0.4, 'comfortibility_score': 0.9}",25,0.9,comfortibility_score,5,4,"{'1': 'comfortibility_score', '2': 'comfortibility_score', '3': 'chatty_score', '4': 'comfortibility_score'}",2023-08-15 15:35:38.197,2023-08-17 14:32:58,5
64db5c06ffbd07ec587b9d4a,41842,3.0,3.3,3.8,2.9,2.8,"{'chatty_score': 0.2, 'safety_score': 0.3, 'punctuality_score': 0.6, 'friendliness_score': 0.5, 'comfortibility_score': 0.4}",20,0.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:35:53.482,,3
64db5e63ffbd07ec587bbfb9,50657,3.4,2.6,3.1,3.0,2.7,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.6, 'comfortibility_score': 0.1}",30,0.6,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:35:53.619,,4
64db61c7b4f06b54750b9afc,133285,2.6,3.3,3.7,2.3,3.4,"{'chatty_score': 0.3, 'safety_score': 0.7, 'punctuality_score': 0.6, 'friendliness_score': 0.7, 'comfortibility_score': 0.1}",25,0.7,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:35:53.765,,2
64db5e10ffbd07ec587bbb05,49453,2.9,3.1,3.9,3.4,2.8,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.4, 'friendliness_score': 0.4, 'comfortibility_score': 0.3}",10,0.4,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-15 15:36:18.622,,3
64db5ab2ffbd07ec587b8a00,36904,1.7,2.0,2.1,2.1,2.6,"{'chatty_score': 0.6, 'safety_score': 0.6, 'punctuality_score': 0.1, 'friendliness_score': 0.4, 'comfortibility_score': 0.4}",20,0.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:36:18.749,,1
64db5eb3ffbd07ec587bc44d,51829,2.6,3.3,3.8,3.0,3.3,"{'chatty_score': 0.5, 'safety_score': 0.8, 'punctuality_score': 0.2, 'friendliness_score': 0.7, 'comfortibility_score': 0.4}",25,0.8,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:36:55.348,,2
64db5afdffbd07ec587b8e37,37983,3.7,3.3,3.5,3.8,3.1,"{'chatty_score': 0.4, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.3, 'comfortibility_score': 0.3}",10,0.4,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:36:55.469,,1
64db61a7b4f06b54750b9930,132825,1.8,1.9,3.0,1.6,1.9,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.6}",30,0.6,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-15 15:36:55.615,,5
64db58d9ffbd07ec587b6f0d,30005,2.7,2.6,3.6,2.2,2.0,"{'chatty_score': 0.6, 'safety_score': 0.9, 'punctuality_score': 0.6, 'friendliness_score': 0.8, 'comfortibility_score': 0.9}",15,0.9,safety_score,2,14,"{'1': 'chatty_score', '2': 'safety_score', '3': 'safety_score', '4': 'safety_score', '5': 'safety_score', '6': 'safety_score', '7': 'safety_score', '8': 'comfortibility_score', '9': 'comfortibility_score', '10': 'comfortibility_score', '11': 'comfortibility_score', '12': 'comfortibility_score', '13': 'comfortibility_score', '14': 'safety_score'}",2023-08-15 15:38:10.846,2023-08-17 22:36:35,2
64db5d3fffbd07ec587baf1c,46404,2.8,3.4,3.6,3.6,2.9,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.1, 'friendliness_score': 0.0, 'comfortibility_score': 0.1}",30,0.4,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:38:10.977,,2
64db632ab4f06b54750baf37,138464,4.5,4.1,4.0,4.5,3.6,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,0.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:38:11.126,,1
64db597dffbd07ec587b7863,32395,2.8,2.5,2.5,3.6,2.7,"{'chatty_score': 1.2, 'safety_score': 1.5, 'punctuality_score': 0.7, 'friendliness_score': 0.9, 'comfortibility_score': 1.2}",20,1.5,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:38:53.557,,2
64db5b49ffbd07ec587b9293,39099,2.8,2.8,3.5,2.3,3.3,"{'chatty_score': 0.6, 'safety_score': 0.4, 'punctuality_score': 0.1, 'friendliness_score': 0.9, 'comfortibility_score': 1.1}",10,1.1,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-15 15:38:53.682,,5
64db611fb4f06b54750b9161,130826,2.7,2.1,2.4,2.2,1.9,"{'chatty_score': 0.3, 'safety_score': 0.9, 'punctuality_score': 0.5, 'friendliness_score': 0.7, 'comfortibility_score': 0.6}",10,0.9,safety_score,2,4,"{'1': 'safety_score', '2': 'safety_score', '3': 'safety_score', '4': 'safety_score'}",2023-08-15 15:38:53.831,2023-08-30 09:36:32,2
64db5f25ffbd07ec587bcada,53506,4.1,3.3,4.3,4.5,4.1,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.3}",25,0.3,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:39:19.506,,2
64db5be5ffbd07ec587b9b71,41369,4.0,4.0,3.3,4.2,4.2,"{'chatty_score': 0.7, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 0.3, 'comfortibility_score': 0.4}",25,0.7,chatty_score,1,1,{'1': 'chatty_score'},2023-08-15 15:39:19.633,,1
64db61a9b4f06b54750b9949,132850,3.2,3.1,3.2,2.9,2.9,"{'chatty_score': 1.0, 'safety_score': 0.4, 'punctuality_score': 1.3, 'friendliness_score': 1.6, 'comfortibility_score': 0.3}",15,1.6,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-15 15:39:19.794,,4
64db5fa6ffbd07ec587bd239,55393,2.3,1.8,2.8,2.1,1.8,"{'chatty_score': 0.3, 'safety_score': 0.7, 'punctuality_score': 0.2, 'friendliness_score': 0.1, 'comfortibility_score': 0.3}",15,0.7,safety_score,2,1,{'1': 'safety_score'},2023-08-15 15:39:35.233,,2
