_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,variance_dict,UTT,max_variance,giving_feedback_classifier,giving_feedback_classifier_int,trip_nbr,trip_given_class,time_stamp,current_time,most_frequent
64e88bf74b6b0cea4cd25cc0,6615,3.9,3.8,4.3,3.6,3.4,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",20,0.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 15:42:44.814,,1
64e89992a2cae17a1e26fcbf,103767,2.3,2.6,2.0,3.3,2.3,"{'chatty_score': 1.6, 'safety_score': 0.2, 'punctuality_score': 0.2, 'friendliness_score': 1.1, 'comfortibility_score': 0.1}",20,1.6,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 15:42:45.270,,1
64e886284b6b0cea4cd242ec,3,2.2,1.8,1.7,2.2,2.3,"{'chatty_score': 0.8, 'safety_score': 1.0, 'punctuality_score': 0.9, 'friendliness_score': 0.6, 'comfortibility_score': 0.8}",15,1.0,safety_score,2,10,"{'1': 'comfortibility_score', '2': 'safety_score', '3': 'safety_score', '4': 'comfortibility_score', '5': 'chatty_score', '6': 'safety_score', '7': 'safety_score', '8': 'safety_score', '9': 'safety_score', '10': 'safety_score'}",2023-08-25 15:49:15.271,2023-08-25 16:44:14,2
64e88e4c4b6b0cea4cd2683a,9553,1.8,2.6,2.3,2.2,3.5,"{'chatty_score': 0.7, 'safety_score': 0.1, 'punctuality_score': 0.7, 'friendliness_score': 0.3, 'comfortibility_score': 0.1}",15,0.7,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 15:49:15.770,,1
64e88e7f4b6b0cea4cd26938,9807,3.0,2.5,2.6,3.1,3.1,"{'chatty_score': 0.2, 'safety_score': 0.7, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.7}",25,0.7,safety_score,2,1,{'1': 'safety_score'},2023-08-25 15:49:16.237,,2
64e896c1a2cae17a1e26eee6,100222,2.6,3.0,3.3,2.3,3.5,"{'chatty_score': 0.7, 'safety_score': 1.1, 'punctuality_score': 0.8, 'friendliness_score': 0.6, 'comfortibility_score': 1.0}",30,1.1,safety_score,2,2,"{'1': 'safety_score', '2': 'safety_score'}",2023-08-25 15:49:16.695,2023-08-25 16:04:21,2
64e8876d4b6b0cea4cd24881,1432,3.7,3.8,3.8,3.3,3.2,"{'chatty_score': 0.1, 'safety_score': 0.6, 'punctuality_score': 0.4, 'friendliness_score': 0.1, 'comfortibility_score': 0.4}",20,0.6,safety_score,2,1,{'1': 'safety_score'},2023-08-25 15:56:38.372,,2
64e899b4a2cae17a1e26fd62,103930,2.9,2.0,1.9,3.4,2.4,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,0.4,safety_score,2,1,{'1': 'safety_score'},2023-08-25 15:56:38.836,,2
64e88f154b6b0cea4cd26c16,10541,3.0,3.5,2.5,3.7,3.8,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.5, 'friendliness_score': 0.1, 'comfortibility_score': 0.4}",15,0.5,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 15:57:03.713,,3
64e891884b6b0cea4cd27823,13626,3.3,4.1,4.2,3.9,3.5,"{'chatty_score': 0.5, 'safety_score': 0.2, 'punctuality_score': 0.4, 'friendliness_score': 0.3, 'comfortibility_score': 0.1}",20,0.5,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 15:57:04.166,,1
64e8979ba2cae17a1e26f316,101294,3.6,2.7,3.9,3.4,3.3,"{'chatty_score': 0.4, 'safety_score': 0.2, 'punctuality_score': 0.3, 'friendliness_score': 0.5, 'comfortibility_score': 0.1}",30,0.5,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 15:57:04.617,,4
64e889474b6b0cea4cd250a6,3517,3.2,2.7,2.5,2.7,2.5,"{'chatty_score': 0.1, 'safety_score': 0.7, 'punctuality_score': 0.6, 'friendliness_score': 0.6, 'comfortibility_score': 0.2}",15,0.7,safety_score,2,1,{'1': 'safety_score'},2023-08-25 16:04:21.528,,2
64e88b864b6b0cea4cd25a96,6061,4.1,3.3,3.2,3.7,2.5,"{'chatty_score': 0.2, 'safety_score': 1.0, 'punctuality_score': 0.1, 'friendliness_score': 0.3, 'comfortibility_score': 0.3}",25,1.0,safety_score,2,1,{'1': 'safety_score'},2023-08-25 16:19:33.274,,2
64e89c1fa2cae17a1e270938,106960,1.8,2.9,2.1,2.1,2.4,"{'chatty_score': 0.9, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 1.2, 'comfortibility_score': 0.5}",15,1.2,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:19:33.749,,4
64e889584b6b0cea4cd250f2,3593,3.3,4.3,4.3,2.8,3.8,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.4, 'comfortibility_score': 0.0}",30,0.4,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:27:47.555,,4
64e8a196a2cae17a1e2723f5,113805,4.0,3.8,2.8,4.1,3.6,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.5, 'comfortibility_score': 0.1}",15,0.5,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:27:48.024,,4
64e88ae14b6b0cea4cd257ae,5317,3.5,3.8,2.9,3.1,3.5,"{'chatty_score': 0.1, 'safety_score': 0.6, 'punctuality_score': 0.7, 'friendliness_score': 0.4, 'comfortibility_score': 0.0}",15,0.7,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 16:28:17.283,,3
64e8999ea2cae17a1e26fcf7,103823,4.1,3.5,3.3,4.2,3.2,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.5, 'friendliness_score': 0.0, 'comfortibility_score': 0.4}",30,0.5,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 16:28:17.741,,3
64e8890c4b6b0cea4cd24f9f,3254,2.8,1.9,2.1,2.4,1.9,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.6, 'friendliness_score': 0.0, 'comfortibility_score': 0.5}",20,0.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 16:42:55.274,,3
64e8971ba2cae17a1e26f0a2,100666,1.9,4.1,3.3,1.9,4.0,"{'chatty_score': 0.6, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.6, 'comfortibility_score': 0.3}",15,0.6,chatty_score,1,2,"{'1': 'comfortibility_score', '2': 'chatty_score'}",2023-08-25 16:42:55.730,2023-08-25 16:44:16,5
64e8924e4b6b0cea4cd27bf1,14600,3.5,3.6,4.0,2.7,3.8,"{'chatty_score': 0.1, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.1}",10,0.2,safety_score,2,1,{'1': 'safety_score'},2023-08-25 16:43:29.005,,2
64e8a005a2cae17a1e271c47,111839,4.0,3.6,3.2,3.6,4.1,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.0}",30,0.2,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 16:43:29.468,,1
64e88a024b6b0cea4cd253de,4341,2.7,2.7,2.2,2.5,2.6,"{'chatty_score': 0.2, 'safety_score': 0.2, 'punctuality_score': 0.2, 'friendliness_score': 0.2, 'comfortibility_score': 0.1}",15,0.2,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 16:44:15.382,,1
64e8866b4b6b0cea4cd24411,296,2.1,2.1,2.0,1.9,2.6,"{'chatty_score': 0.6, 'safety_score': 1.0, 'punctuality_score': 0.5, 'friendliness_score': 0.6, 'comfortibility_score': 0.9}",20,1.0,safety_score,2,6,"{'1': 'safety_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'safety_score', '5': 'safety_score', '6': 'safety_score'}",2023-08-25 16:44:15.873,2023-08-26 18:01:56,2
64e886294b6b0cea4cd242ee,5,2.5,2.8,2.5,3.0,2.3,"{'chatty_score': 0.5, 'safety_score': 0.3, 'punctuality_score': 0.5, 'friendliness_score': 0.4, 'comfortibility_score': 0.3}",20,0.5,chatty_score,1,4,"{'1': 'friendliness_score', '2': 'chatty_score', '3': 'punctuality_score', '4': 'chatty_score'}",2023-08-25 16:47:38.542,2023-08-25 16:56:14,1
64e889dd4b6b0cea4cd2533c,4179,3.5,3.5,3.9,3.5,3.4,"{'chatty_score': 1.2, 'safety_score': 0.1, 'punctuality_score': 0.4, 'friendliness_score': 1.4, 'comfortibility_score': 0.6}",20,1.4,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:47:38.989,,4
64e89788a2cae17a1e26f2b9,101201,1.9,1.8,2.1,2.0,1.9,"{'chatty_score': 0.8, 'safety_score': 1.3, 'punctuality_score': 1.3, 'friendliness_score': 0.3, 'comfortibility_score': 0.4}",20,1.3,safety_score,2,2,"{'1': 'punctuality_score', '2': 'safety_score'}",2023-08-25 16:47:39.445,2023-08-25 16:48:20,3
64e88f274b6b0cea4cd26c6a,10625,3.9,4.2,4.4,3.7,4.0,"{'chatty_score': 0.1, 'safety_score': 0.3, 'punctuality_score': 0.1, 'friendliness_score': 0.1, 'comfortibility_score': 0.6}",30,0.6,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 16:48:06.049,,5
64e89fe8a2cae17a1e271bba,111698,2.8,3.1,3.0,2.9,2.8,"{'chatty_score': 0.1, 'safety_score': 0.2, 'punctuality_score': 0.4, 'friendliness_score': 1.0, 'comfortibility_score': 0.8}",30,1.0,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:48:06.519,,4
64e88acb4b6b0cea4cd2574f,5222,3.1,3.0,3.1,3.8,3.4,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.7, 'comfortibility_score': 0.0}",30,0.7,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:48:20.414,,4
64e887ab4b6b0cea4cd24992,1705,2.9,1.8,1.9,2.1,2.1,"{'chatty_score': 2.1, 'safety_score': 2.3, 'punctuality_score': 2.4, 'friendliness_score': 2.1, 'comfortibility_score': 3.1}",25,3.1,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 16:56:14.804,,5
64e89ae8a2cae17a1e270346,105438,2.1,3.0,3.3,2.3,3.2,"{'chatty_score': 1.0, 'safety_score': 0.7, 'punctuality_score': 0.6, 'friendliness_score': 0.5, 'comfortibility_score': 0.7}",10,1.0,chatty_score,1,2,"{'1': 'safety_score', '2': 'chatty_score'}",2023-08-25 16:56:15.273,2023-08-31 18:38:59,2
64e886294b6b0cea4cd242ef,6,2.5,2.8,2.8,2.2,2.5,"{'chatty_score': 0.5, 'safety_score': 0.4, 'punctuality_score': 0.3, 'friendliness_score': 0.3, 'comfortibility_score': 0.2}",10,0.5,chatty_score,1,3,"{'1': 'safety_score', '2': 'punctuality_score', '3': 'chatty_score'}",2023-08-25 16:57:27.552,2023-08-25 17:20:12,2
64e88ee64b6b0cea4cd26b31,10312,2.5,2.7,2.2,2.4,2.3,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.4, 'friendliness_score': 0.8, 'comfortibility_score': 0.1}",30,0.8,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 16:57:28.001,,4
64e89938a2cae17a1e26fb05,103325,3.5,3.6,3.8,2.8,3.6,"{'chatty_score': 0.2, 'safety_score': 0.1, 'punctuality_score': 0.0, 'friendliness_score': 0.2, 'comfortibility_score': 0.0}",25,0.2,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 16:57:28.473,,1
64e88f924b6b0cea4cd26e75,11148,1.6,1.5,1.8,1.4,1.7,"{'chatty_score': 0.1, 'safety_score': 0.8, 'punctuality_score': 0.7, 'friendliness_score': 0.0, 'comfortibility_score': 0.4}",10,0.8,safety_score,2,1,{'1': 'safety_score'},2023-08-25 17:12:36.190,,2
64e89e02a2cae17a1e27126c,109316,4.2,3.6,3.3,4.2,3.5,"{'chatty_score': 1.8, 'safety_score': 0.1, 'punctuality_score': 1.1, 'friendliness_score': 1.0, 'comfortibility_score': 0.1}",25,1.8,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 17:12:36.654,,1
64e88efa4b6b0cea4cd26b90,10407,4.0,4.3,4.2,3.6,3.9,"{'chatty_score': 0.2, 'safety_score': 1.4, 'punctuality_score': 0.5, 'friendliness_score': 0.3, 'comfortibility_score': 1.3}",30,1.4,safety_score,2,1,{'1': 'safety_score'},2023-08-25 17:20:12.982,,2
64e890784b6b0cea4cd272e3,12282,4.5,3.0,3.9,4.1,2.5,"{'chatty_score': 0.6, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.7, 'comfortibility_score': 0.1}",20,0.7,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 17:20:13.436,,4
64e89810a2cae17a1e26f557,101871,3.7,4.3,4.3,3.4,3.8,"{'chatty_score': 0.5, 'safety_score': 0.5, 'punctuality_score': 0.4, 'friendliness_score': 0.6, 'comfortibility_score': 0.7}",15,0.7,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 17:20:14.007,,5
64e886294b6b0cea4cd242f0,7,4.5,4.1,4.4,4.2,3.3,"{'chatty_score': 0.6, 'safety_score': 0.3, 'punctuality_score': 0.6, 'friendliness_score': 0.7, 'comfortibility_score': 0.5}",20,0.7,friendliness_score,4,4,"{'1': 'punctuality_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'friendliness_score'}",2023-08-25 17:25:39.978,2023-08-25 17:33:45,3
64e88f714b6b0cea4cd26dd3,10986,3.6,2.4,2.6,3.8,2.3,"{'chatty_score': 0.4, 'safety_score': 0.4, 'punctuality_score': 0.3, 'friendliness_score': 0.6, 'comfortibility_score': 0.5}",25,0.6,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 17:25:40.905,,4
64e897efa2cae17a1e26f4b5,101709,2.3,3.9,2.9,2.7,3.9,"{'chatty_score': 0.2, 'safety_score': 0.9, 'punctuality_score': 0.3, 'friendliness_score': 0.1, 'comfortibility_score': 0.2}",20,0.9,safety_score,2,1,{'1': 'safety_score'},2023-08-25 17:25:41.358,,2
64e8893e4b6b0cea4cd2507d,3476,2.0,3.2,2.3,1.7,2.7,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",15,0.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 17:33:18.882,,1
64e89cf7a2cae17a1e270d52,108010,3.2,2.3,2.6,3.4,2.6,"{'chatty_score': 0.1, 'safety_score': 0.6, 'punctuality_score': 0.6, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,0.6,safety_score,2,1,{'1': 'safety_score'},2023-08-25 17:33:19.347,,2
64e88de54b6b0cea4cd2663f,9046,3.9,3.9,4.4,4.0,3.5,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.1, 'friendliness_score': 0.2, 'comfortibility_score': 0.2}",20,0.2,friendliness_score,4,1,{'1': 'friendliness_score'},2023-08-25 17:33:46.074,,4
64e89f5ca2cae17a1e271910,111016,4.5,3.8,4.0,4.2,3.2,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 0.1, 'friendliness_score': 0.0, 'comfortibility_score': 0.2}",25,0.5,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 17:33:46.537,,1
64e886294b6b0cea4cd242f1,8,3.1,3.0,3.6,3.7,2.5,"{'chatty_score': 0.6, 'safety_score': 0.6, 'punctuality_score': 0.3, 'friendliness_score': 0.7, 'comfortibility_score': 0.9}",20,0.9,comfortibility_score,5,4,"{'1': 'safety_score', '2': 'comfortibility_score', '3': 'comfortibility_score', '4': 'comfortibility_score'}",2023-08-25 17:58:18.532,2023-08-25 18:03:34,5
64e88e284b6b0cea4cd26789,9376,2.0,3.2,2.6,2.4,3.3,"{'chatty_score': 0.1, 'safety_score': 0.4, 'punctuality_score': 0.0, 'friendliness_score': 0.3, 'comfortibility_score': 0.0}",20,0.4,safety_score,2,1,{'1': 'safety_score'},2023-08-25 17:58:18.977,,2
64e89ef7a2cae17a1e271721,110521,1.6,2.3,1.7,1.7,2.2,"{'chatty_score': 0.2, 'safety_score': 0.2, 'punctuality_score': 0.1, 'friendliness_score': 0.0, 'comfortibility_score': 0.2}",10,0.2,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 17:58:19.445,,1
64e887804b6b0cea4cd248d2,1513,1.6,2.3,2.0,1.9,2.2,"{'chatty_score': 0.1, 'safety_score': 0.0, 'punctuality_score': 0.1, 'friendliness_score': 0.0, 'comfortibility_score': 0.1}",20,0.1,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 17:58:51.471,,1
64e89814a2cae17a1e26f56c,101892,4.1,4.6,4.6,4.6,4.7,"{'chatty_score': 1.0, 'safety_score': 0.1, 'punctuality_score': 1.6, 'friendliness_score': 0.2, 'comfortibility_score': 0.1}",25,1.6,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 17:58:51.923,,3
64e889ac4b6b0cea4cd25262,3961,1.7,1.7,1.9,1.5,1.6,"{'chatty_score': 0.1, 'safety_score': 0.1, 'punctuality_score': 0.5, 'friendliness_score': 0.1, 'comfortibility_score': 0.4}",15,0.5,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 18:03:18.158,,3
64e8864b4b6b0cea4cd24386,157,4.0,3.4,3.2,3.5,3.2,"{'chatty_score': 0.9, 'safety_score': 1.0, 'punctuality_score': 0.7, 'friendliness_score': 0.8, 'comfortibility_score': 1.0}",15,1.0,safety_score,2,7,"{'1': 'safety_score', '2': 'safety_score', '3': 'safety_score', '4': 'safety_score', '5': 'safety_score', '6': 'safety_score', '7': 'safety_score'}",2023-08-25 18:03:18.650,2023-08-26 11:42:37,2
64e89b06a2cae17a1e2703d9,105585,3.0,2.4,3.6,2.6,2.3,"{'chatty_score': 0.3, 'safety_score': 0.2, 'punctuality_score': 1.0, 'friendliness_score': 0.1, 'comfortibility_score': 0.1}",15,1.0,punctuality_score,3,1,{'1': 'punctuality_score'},2023-08-25 18:03:19.105,,3
64e88d6f4b6b0cea4cd263fa,8465,2.8,2.5,2.8,3.2,2.1,"{'chatty_score': 0.3, 'safety_score': 0.1, 'punctuality_score': 0.3, 'friendliness_score': 0.3, 'comfortibility_score': 0.1}",30,0.3,chatty_score,1,1,{'1': 'chatty_score'},2023-08-25 18:03:34.989,,1
64e88b954b6b0cea4cd25ae1,6136,3.9,2.8,4.1,3.7,3.6,"{'chatty_score': 1.2, 'safety_score': 1.0, 'punctuality_score': 1.5, 'friendliness_score': 0.9, 'comfortibility_score': 1.7}",10,1.7,comfortibility_score,5,1,{'1': 'comfortibility_score'},2023-08-25 18:03:35.438,,5
64e8a15ca2cae17a1e2722d4,113516,3.1,3.9,2.9,3.2,4.1,"{'chatty_score': 0.5, 'safety_score': 0.8, 'punctuality_score': 0.8, 'friendliness_score': 0.6, 'comfortibility_score': 0.7}",30,0.8,safety_score,2,6,"{'1': 'punctuality_score', '2': 'punctuality_score', '3': 'punctuality_score', '4': 'safety_score', '5': 'punctuality_score', '6': 'safety_score'}",2023-08-25 18:03:35.902,2023-08-25 18:55:58,3
